name,eco,fen,moves
"Ruy Lopez: Berlin Defense, Closed Showalter Variation",C66,r2qk2r/pppbbppp/2Bp1n2/4p3/3PP3/2N2N2/PPP2PPP/R1BQ1RK1 b kq,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O d6   d4 Bd7   Nc3 Be7   Bxc6
"Ruy Lopez: Berlin Defense, Closed Wolf Variation",C66,r2qkb1r/pppb1ppp/2np1n2/1B6/3pP3/2N2N2/PPP2PPP/R1BQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O d6   d4 Bd7   Nc3 exd4
"Ruy Lopez: Berlin Defense, Cordel Variation",C67,r1bqk2r/p1ppbppp/2p5/4Pn2/8/5N2/PPP1QPPP/RNB2RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O Nxe4   d4 Be7   Qe2 Nd6   Bxc6 bxc6   dxe5 Nf5
"Ruy Lopez: Berlin Defense, Duras Variation",C65,r1bqkb1r/ppp2ppp/2np1n2/1B2p3/2P1P3/3P1N2/PP3PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bb5 Nf6   d3 d6   c4
"Ruy Lopez: Berlin Defense, Fishing Pole Variation",C65,r1bqkb1r/pppp1ppp/2n5/1B2p3/4P1n1/5N2/PPPP1PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O Ng4
"Ruy Lopez: Berlin Defense, Hedgehog Variation",C66,r2qk2r/pppbbppp/2np1n2/1B2p3/3PP3/2N2N2/PPP2PPP/R1BQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O d6   d4 Bd7   Nc3 Be7
"Ruy Lopez: Berlin Defense, Improved Steinitz Defense",C66,r1bqkb1r/ppp2ppp/2np1n2/1B2p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O d6
"Ruy Lopez: Berlin Defense, Minckwitz Variation",C67,r1bqk2r/ppppbppp/2n5/1B2P3/4n3/5N2/PPP2PPP/RNBQ1RK1 b kq,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O Nxe4   d4 Be7   dxe5
"Ruy Lopez: Berlin Defense, Nyholm Attack",C65,r1bqkb1r/pppp1ppp/2n2n2/1B6/3pP3/5N2/PPP2PPP/RNBQ1RK1 b kq,  e4 e5   Nf3 Nc6   Bb5 Nf6   d4 exd4   O-O
"Ruy Lopez: Berlin Defense, Pillsbury Variation",C67,r1bqk2r/pnppbppp/2p5/4P3/8/1P3N2/P1P1QPPP/RNB2RK1 b kq,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O Nxe4   d4 Be7   Qe2 Nd6   Bxc6 bxc6   dxe5 Nb7   b3
"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",C67,r1bqkb1r/pppp1ppp/2n5/1B2p3/4n3/5N2/PPPP1PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O Nxe4
"Ruy Lopez: Berlin Defense, Rio de Janeiro Variation",C67,r1bqk2r/ppppbppp/2n5/1B2p3/3Pn3/5N2/PPP2PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O Nxe4   d4 Be7
"Ruy Lopez: Berlin Defense, Rosenthal Variation",C67,r1bqkb1r/1ppp1ppp/p1n5/1B2p3/3Pn3/5N2/PPP2PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O Nxe4   d4 a6
"Ruy Lopez: Berlin Defense, Tarrasch Trap",C66,r2q1rk1/pppbbppp/2np1n2/1B2p3/3PP3/2N2N2/PPP2PPP/R1BQR1K1 w -,  e4 e5   Nf3 Nc6   Bb5 d6   d4 Bd7   Nc3 Nf6   O-O Be7   Re1 O-O
"Ruy Lopez: Berlin Defense, Trifunovic Variation",C67,r1bqk2r/ppp1bppp/2n5/1B1pp3/3Pn3/5N2/PPP1QPPP/RNB2RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O Nxe4   d4 Be7   Qe2 d5
"Ruy Lopez: Berlin Defense, Winawer Attack",C67,r1bqk2r/pnppbppp/2p5/4P3/3N4/8/PPP1QPPP/RNB2RK1 b kq,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O Nxe4   d4 Be7   Qe2 Nd6   Bxc6 bxc6   dxe5 Nb7   Nd4
"Ruy Lopez: Berlin Defense, Zukertort Variation",C67,r1bqk2r/pnppbppp/2p5/4P3/2P5/5N2/PP2QPPP/RNB2RK1 b kq,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O Nxe4   d4 Be7   Qe2 Nd6   Bxc6 bxc6   dxe5 Nb7   c4
"Ruy Lopez: Berlin Defense, l'Hermet Variation",C67,r1bqkb1r/pppp1ppp/2nn4/1B2p3/3P4/5N2/PPP2PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O Nxe4   d4 Nd6
"Ruy Lopez: Berlin Defense, l'Hermet Variation, Berlin Wall Defense",C67,r1bk1b1r/ppp2ppp/2p5/4Pn2/8/5N2/PPP2PPP/RNB2RK1 w -,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O Nxe4   d4 Nd6   Bxc6 dxc6   dxe5 Nf5   Qxd8+ Kxd8
"Ruy Lopez: Berlin Defense, l'Hermet Variation, Westerinen Line",C67,r1bqkb1r/ppp2ppp/2p5/4P3/4n3/5N2/PPP2PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O Nxe4   d4 Nd6   Bxc6 dxc6   dxe5 Ne4
"Ruy Lopez: Bird Variation, Paulsen Variation",C61,r1bqkb1r/ppppnppp/8/1B6/3pP3/8/PPPP1PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 Nd4   Nxd4 exd4   O-O Ne7
Ruy Lopez: Bird's Defense Deferred,C70,r1bqkbnr/1ppp1ppp/p7/4p3/B2nP3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nd4
Ruy Lopez: Classical Defense: Benelux Variation,C64,r1bq1rk1/pppp1ppp/1bn2n2/1B2p3/3PP3/2P2N2/PP3PPP/RNBQ1RK1 w -,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O Bc5   c3 O-O   d4 Bb6
Ruy Lopez: Classical Defense: Boden Variation,C64,r1b1k1nr/ppppqppp/2n5/1Bb1p3/4P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 Bc5   c3 Qe7
Ruy Lopez: Classical Defense: Zaitsev Variation,C64,r1bqk1nr/pppp1ppp/8/1Bb1p3/1P1nP3/5N2/P1PP1PPP/RNBQ1RK1 b kq,  e4 e5   Nf3 Nc6   Bb5 Bc5   O-O Nd4   b4
Ruy Lopez: Classical Variation,C64,r1bqk1nr/pppp1ppp/2n5/1Bb1p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 Bc5
"Ruy Lopez: Classical Variation, Central Variation",C64,r1bqk1nr/pppp1ppp/2n5/1Bb1p3/4P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bb5 Bc5   c3
"Ruy Lopez: Classical Variation, Charousek Variation",C64,r1bqk1nr/pppp1ppp/1bn5/1B2p3/4P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 Bc5   c3 Bb6
"Ruy Lopez: Classical Variation, Cordel Gambit",C64,r1bqk1nr/pppp2pp/2n5/1Bb1pp2/4P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 Bc5   c3 f5
"Ruy Lopez: Classical Variation, Konikowski Gambit",C64,r1bqk1nr/ppp2ppp/2n5/1Bbpp3/4P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 Bc5   c3 d5
"Ruy Lopez: Classical Variation, Modern Main Line",C64,r1bq1rk1/pppp1ppp/1bn2n2/1B2p1B1/3PP3/2P2N2/PP3PPP/RN1Q1RK1 b -,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O Bc5   c3 O-O   d4 Bb6   Bg5
"Ruy Lopez: Classical Variation, Spanish Wing Gambit",C64,r1bqk1nr/pppp1ppp/2n5/1Bb1p3/1P2P3/5N2/P1PP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bb5 Bc5   b4
"Ruy Lopez: Classical Variation, Zukertort Gambit",C64,r1bqk2r/pppp1ppp/2n2n2/1Bb1p3/4P3/2P2N2/PP1P1PPP/RNBQ1RK1 b kq,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O Bc5   c3
Ruy Lopez: Closed,C88,r1bqk2r/2ppbppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 b kq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3
Ruy Lopez: Closed Berlin Defense: Chigorin Variation,C66,r1bqkb1r/pppn1ppp/2np4/1B2p3/3PP3/5N2/PPP2PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 Nf6   O-O d6   d4 Nd7
"Ruy Lopez: Closed Defense, Alekhine Gambit",C90,r4rk1/2q1bppp/p2p1n2/npp1p3/3PP3/2P1NQ2/PPB2PPP/R1B1R1K1 b -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 d6   c3 Na5   Bc2 c5   d4 Qc7   Nbd2 O-O   Nf1 Bg4   Ne3 Bxf3   Qxf3
Ruy Lopez: Closed Variations,C84,r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7
"Ruy Lopez: Closed Variations, 8. c3 O-O 9. h3",C92,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N1P/PP1P1PP1/RNBQR1K1 b -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 d6   c3 O-O   h3
"Ruy Lopez: Closed Variations, Averbakh Variation",C87,r1bqk2r/1pp1bppp/p1np1n2/4p3/B3P3/5N2/PPPP1PPP/RNBQR1K1 w kq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 d6
"Ruy Lopez: Closed Variations, Balla Variation",C88,r1b1k2r/2q1bppp/p2p1n2/npp1p3/P2PP3/2P2N2/1PB2PPP/RNBQR1K1 b kq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 d6   c3 Na5   Bc2 c5   d4 Qc7   a4
"Ruy Lopez: Closed Variations, Bogoljubov Variation",C91,r2q1rk1/2p1bppp/p1np1n2/1p2p3/3PP1b1/1BP2N2/PP3PPP/RNBQR1K1 w -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 d6   c3 O-O   d4 Bg4
"Ruy Lopez: Closed Variations, Borisenko Variation",C96,r1bq1rk1/4bppp/p1np1n2/1pp1p3/3PP3/2P2N1P/PPB2PP1/RNBQR1K1 w -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 d6   c3 O-O   h3 Na5   Bc2 c5   d4 Nc6
"Ruy Lopez: Closed Variations, Breyer Defense",C95,r1bq1rk1/2pnbppp/p2p1n2/1p2p3/3PP2N/1BP4P/PP3PP1/RNBQR1K1 b -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 d6   c3 O-O   h3 Nb8   d4 Nbd7   Nh4
"Ruy Lopez: Closed Variations, Breyer Defense, 11. Nbd2 Bb7 12. Bc2 c5",C95,r2q1rk1/1b1nbppp/p2p1n2/1pp1p3/3PP3/2P2N1P/PPBN1PP1/R1BQR1K1 w -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 d6   c3 O-O   h3 Nb8   d4 Nbd7   Nbd2 Bb7   Bc2 c5
"Ruy Lopez: Closed Variations, Center Attack",C84,r1bqk2r/1pppbppp/p1n2n2/4p3/B2PP3/5N2/PPP2PPP/RNBQ1RK1 b kq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   d4
"Ruy Lopez: Closed Variations, Center Attack, Basque Gambit",C84,r1bqk2r/1pppbppp/p1n5/4P3/B3n3/2p2N2/PP3PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   d4 exd4   e5 Ne4   c3 dxc3
"Ruy Lopez: Closed Variations, Chigorin Defense",C97,r1b2rk1/2q1bppp/p2p1n2/npp1p3/3PP3/2P2N1P/PPB2PP1/RNBQR1K1 w -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 d6   c3 O-O   h3 Na5   Bc2 c5   d4 Qc7
"Ruy Lopez: Closed Variations, Chigorin Defense, 11. d4 Qc7 12. Nbd2 Nc6",C98,r1b2rk1/2q1bppp/p1np1n2/1pp1p3/3PP3/2P2N1P/PPBN1PP1/R1BQR1K1 w -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 d6   c3 O-O   h3 Na5   Bc2 c5   d4 Qc7   Nbd2 Nc6
"Ruy Lopez: Closed Variations, Chigorin Defense, 12. Nbd2 Nc6 13. dxc5",C98,r1b2rk1/2q1bppp/p1np1n2/1pP1p3/4P3/2P2N1P/PPBN1PP1/R1BQR1K1 b -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 d6   c3 O-O   h3 Na5   Bc2 c5   d4 Qc7   Nbd2 Nc6   dxc5
"Ruy Lopez: Closed Variations, Closed Defense",C90,r1bq1rk1/2p1bppp/p1np1n2/1p2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 d6   c3 O-O
"Ruy Lopez: Closed Variations, Closed Defense, 9. h3 Na5 10. Bc2",C96,r1bq1rk1/2p1bppp/p2p1n2/np2p3/4P3/2P2N1P/PPBP1PP1/RNBQR1K1 b -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 d6   c3 O-O   h3 Na5   Bc2
"Ruy Lopez: Closed Variations, Closed Defense, 9. h3 Na5 10. Bc2 c5",C96,r1bq1rk1/4bppp/p2p1n2/npp1p3/4P3/2P2N1P/PPBP1PP1/RNBQR1K1 w -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 d6   c3 O-O   h3 Na5   Bc2 c5
"Ruy Lopez: Closed Variations, Delayed Exchange",C85,r1bqk2r/1pppbppp/p1B2n2/4p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Bxc6
"Ruy Lopez: Closed Variations, Flohr System",C92,r2q1rk1/1bp1bppp/p1np1n2/1p2p3/4P3/1BP2N1P/PP1P1PP1/RNBQR1K1 w -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 d6   c3 O-O   h3 Bb7
"Ruy Lopez: Closed Variations, Kecskemet Variation",C79,r2qbrk1/1pp1bppp/p1np1n2/4p3/B2PP3/2P2N2/PP1N1PPP/R1BQR1K1 w -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 d6   O-O Bd7   c3 Nf6   d4 Be7   Nbd2 O-O   Re1 Be8
"Ruy Lopez: Closed, 8. c3",C88,r1bq1rk1/2ppbppp/p1n2n2/1p2p3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 b -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 O-O   c3
"Ruy Lopez: Closed, Anti-Marshall 8. a4",C88,r1bq1rk1/2ppbppp/p1n2n2/1p2p3/P3P3/1B3N2/1PPP1PPP/RNBQR1K1 b -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 O-O   a4
"Ruy Lopez: Closed, Basque Gambit (North Spanish Variation)",C84,r1bqk2r/1pppbppp/p1n5/4P3/B2pn3/2P2N2/PP3PPP/RNBQ1RK1 b kq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   d4 exd4   e5 Ne4   c3
"Ruy Lopez: Closed, Breyer, 10. d4",C95,rnbq1rk1/2p1bppp/p2p1n2/1p2p3/3PP3/1BP2N1P/PP3PP1/RNBQR1K1 b -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 d6   c3 O-O   h3 Nb8   d4
"Ruy Lopez: Closed, Chigorin, Yugoslav System",C97,r3r1k1/2qbbp1p/p2p1np1/npp1p3/3PP3/2P1NN1P/PPB2PP1/R1BQR1K1 w -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 d6   c3 O-O   h3 Na5   Bc2 c5   d4 Qc7   Nbd2 Bd7   Nf1 Rfe8   Ne3 g6
"Ruy Lopez: Closed, Leonhardt Variation",C88,rnb1k2r/2q1bp1p/p2p1n2/1ppPp1p1/4P3/2P2N1P/PPBN1PP1/R1BQR1K1 w kq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 d6   c3 Na5   Bc2 c5   d4 Qc7   h3 Nc6   d5 Nb8   Nbd2 g5
"Ruy Lopez: Closed, Rossolimo Defense",C96,r1b2rk1/2q1bppp/p1pp1n2/np2p3/3PP3/2P2N1P/PPB2PP1/RNBQR1K1 w -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 O-O   c3 d6   h3 Na5   Bc2 c6   d4 Qc7
Ruy Lopez: Columbus Variation,C68,r1bqkbnr/1ppp1ppp/p1n5/4p3/B3P3/5N2/PPPP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4
Ruy Lopez: Cozio Defense,C60,r1bqkb1r/ppppnppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 Nge7
"Ruy Lopez: Cozio Defense, Paulsen Variation",C60,r1bqkb1r/ppppnp1p/2n3p1/1B2p3/4P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 Nge7   Nc3 g6
"Ruy Lopez: Cozio Defense, Tartakower Gambit",C60,r1bq1rk1/ppp1npbp/2n3p1/1B1p4/3NP3/2N1B3/PPPQ1PPP/R3K2R w KQ,  e4 e5   Nf3 Nc6   Bb5 g6   d4 exd4   Nxd4 Bg7   Be3 Nge7   Nc3 O-O   Qd2 d5
Ruy Lopez: Exchange Variation,C68,r1bqkbnr/1ppp1ppp/p1B5/4p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bb5 a6   Bxc6
"Ruy Lopez: Exchange Variation, Alapin Gambit",C69,r2qkbnr/1pp2pp1/p1p5/4p2p/4P1b1/5N1P/PPPP1PP1/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 a6   Bxc6 dxc6   O-O Bg4   h3 h5
"Ruy Lopez: Exchange Variation, Alekhine Variation",C68,r1b1k1nr/1pp2ppp/p1pb4/8/3NP3/8/PPP2PPP/RNB1K2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 a6   Bxc6 dxc6   d4 exd4   Qxd4 Qxd4   Nxd4 Bd6
"Ruy Lopez: Exchange Variation, Bronstein Variation",C69,r1b1kbnr/1pp2ppp/p1pq4/4p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 a6   Bxc6 dxc6   O-O Qd6
"Ruy Lopez: Exchange Variation, Gligoric Variation",C69,r1bqkbnr/1pp3pp/p1p2p2/4p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 a6   Bxc6 dxc6   O-O f6
"Ruy Lopez: Exchange Variation, Keres Variation",C68,r1bqkbnr/1pp2ppp/p1p5/4p3/4P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq,  e4 e5   Nf3 Nc6   Bb5 a6   Bxc6 dxc6   Nc3
"Ruy Lopez: Exchange Variation, King's Bishop Variation",C68,r1bqk1nr/1pp2ppp/p1pb4/4p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 a6   Bxc6 dxc6   O-O Bd6
"Ruy Lopez: Exchange Variation, Lutikov Variation",C68,r1bqkbnr/2pp1ppp/p1p5/4p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 a6   Bxc6 bxc6
"Ruy Lopez: Exchange Variation, Normal Variation",C69,r1bqkbnr/1pp2ppp/p1p5/4p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq,  e4 e5   Nf3 Nc6   Bb5 a6   Bxc6 dxc6   O-O
"Ruy Lopez: Exchange Variation, Romanovsky Variation",C68,r1bqkbnr/1pp3pp/p1p2p2/4p3/4P3/2NP1N2/PPP2PPP/R1BQK2R b KQkq,  e4 e5   Nf3 Nc6   Bb5 a6   Bxc6 dxc6   Nc3 f6   d3
"Ruy Lopez: Exchange, Alekhine Variation",C68,r3kbnr/1ppb1ppp/p1p5/8/3NP3/8/PPP2PPP/RNB1K2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 a6   Bxc6 dxc6   d4 exd4   Qxd4 Qxd4   Nxd4 Bd7
Ruy Lopez: Fianchetto Defense,C60,r1bqkbnr/pppp1p1p/2n3p1/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 g6
Ruy Lopez: Lucena Variation,C60,r1bqk1nr/ppppbppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 Be7
Ruy Lopez: Marshall Attack,C89,r1bq1rk1/2p1bppp/p1n2n2/1p1pp3/4P3/1BP2N2/PP1P1PPP/RNBQR1K1 w -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 O-O   c3 d5
"Ruy Lopez: Marshall Attack, Main Line",C89,r1bq1rk1/4bppp/p1p5/1p1nR3/3P4/1BP5/PP3PPP/RNBQ2K1 b -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 O-O   c3 d5   exd5 Nxd5   Nxe5 Nxe5   Rxe5 c6   d4
"Ruy Lopez: Marshall Attack, Modern Main Line",C89,r1b2rk1/5ppp/p1pb4/1p1n4/3P4/1BP3Pq/PP3P1P/RNBQR1K1 w -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 O-O   c3 d5   exd5 Nxd5   Nxe5 Nxe5   Rxe5 c6   d4 Bd6   Re1 Qh4   g3 Qh3
"Ruy Lopez: Marshall Attack, Modern Variation",C89,r1bq1rk1/4bppp/p1p5/1p1nR3/8/1BP5/PP1P1PPP/RNBQ2K1 w -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 O-O   c3 d5   exd5 Nxd5   Nxe5 Nxe5   Rxe5 c6
"Ruy Lopez: Marshall Attack, Original Marshall Attack",C89,r1bq1rk1/2p1bppp/p4n2/1p2R3/8/1BP5/PP1P1PPP/RNBQ2K1 w -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 O-O   c3 d5   exd5 Nxd5   Nxe5 Nxe5   Rxe5 Nf6
"Ruy Lopez: Marshall Attack, Re3 Variation",C89,r1bq1rk1/5ppp/p2b4/1p1p4/3P4/2P1R3/PP3PPP/RNBQ2K1 b -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 O-O   c3 d5   exd5 Nxd5   Nxe5 Nxe5   Rxe5 c6   Bxd5 cxd5   d4 Bd6   Re3
"Ruy Lopez: Marshall Attack, Steiner Variation",C89,r1bq1rk1/2p1bppp/p1n2n2/1p1P4/4p3/1BP2N2/PP1P1PPP/RNBQR1K1 w -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 O-O   c3 d5   exd5 e4
"Ruy Lopez: Marshall, Main Line, Spassky Variation",C89,5rk1/5ppp/p1pbr3/1p1n3q/P2P2b1/1BPQB1P1/1P1N1P1P/R3R1K1 w -,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O Be7   Re1 b5   Bb3 O-O   c3 d5   exd5 Nxd5   Nxe5 Nxe5   Rxe5 c6   d4 Bd6   Re1 Qh4   g3 Qh3   Be3 Bg4   Qd3 Rae8   Nd2 Re6   a4 Qh5
Ruy Lopez: Morphy Defense,C78,r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 b kq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O
"Ruy Lopez: Morphy Defense, 5. O-O b5 6. Bb3 d6",C78,r1bqkb1r/2p2ppp/p1np1n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O b5   Bb3 d6
"Ruy Lopez: Morphy Defense, Alapin's Defense Deferred",C70,r1bqk1nr/1ppp1ppp/p1n5/4p3/Bb2P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Bb4
"Ruy Lopez: Morphy Defense, Anderssen Variation",C77,r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/3P1N2/PPP2PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   d3
"Ruy Lopez: Morphy Defense, Arkhangelsk Variation",C78,r2qkb1r/1bpp1ppp/p1n2n2/1p2p3/4P3/1B3N2/PPPP1PPP/RNBQ1RK1 w kq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   O-O b5   Bb3 Bb7
"Ruy Lopez: Morphy Defense, Bayreuth Variation",C77,r1bqkb1r/1ppp1ppp/p1B2n2/4p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bb5 a6   Ba4 Nf6   Bxc6
"Ruy Lopez: Morphy Defense, Modern Steinitz Defense, Fianchetto Variation",C76,r2qkbnr/1ppb1p1p/p1np2p1/4p3/B2PP3/2P2N2/PP3PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bb5 g6   c3 a6   Ba4 d6   d4 Bd7
