name,eco,fen,moves
French Defense: Pelikan Variation,C00,rnbqkbnr/ppp2ppp/4p3/3p4/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq,  e4 e6   Nc3 d5   f4
French Defense: Perseus Gambit,C01,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq,  e4 e6   d4 d5   Nf3
French Defense: Queen's Knight,C00,rnbqkbnr/pppp1ppp/4p3/8/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq,  e4 e6   Nc3
French Defense: Reti-Spielmann Attack,C00,rnbqkbnr/pppp1ppp/4p3/8/4P3/6P1/PPPP1P1P/RNBQKBNR b KQkq,  e4 e6   g3
French Defense: Rubinstein Variation,C10,rnbqkbnr/ppp2ppp/4p3/8/3Pp3/2N5/PPP2PPP/R1BQKBNR w KQkq,  e4 e6   d4 d5   Nc3 dxe4
French Defense: Schlechter Variation,C00,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/3B4/PPP2PPP/RNBQK1NR b KQkq,  e4 e6   d4 d5   Bd3
French Defense: Steiner Variation,C00,rnbqkbnr/pppp1ppp/4p3/8/2P1P3/8/PP1P1PPP/RNBQKBNR b KQkq,  e4 e6   c4
French Defense: Steinitz Attack,C00,rnbqkbnr/pppp1ppp/4p3/4P3/8/8/PPPP1PPP/RNBQKBNR b KQkq,  e4 e6   e5
French Defense: Tarrasch Variation,C03,rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPPN1PPP/R1BQKBNR b KQkq,  e4 e6   d4 d5   Nd2
"French Defense: Tarrasch Variation, Closed Variation",C05,rnbqkb1r/ppp2ppp/4pn2/3p4/3PP3/8/PPPN1PPP/R1BQKBNR w KQkq,  e4 e6   d4 d5   Nd2 Nf6
"French Defense: Tarrasch Variation, Guimard Defense",C03,r1bqkbnr/ppp2ppp/2n1p3/3p4/3PP3/8/PPPN1PPP/R1BQKBNR w KQkq,  e4 e6   d4 d5   Nd2 Nc6
"French Defense: Tarrasch Variation, Haberditz Variation",C03,rnbqkbnr/ppp3pp/4p3/3p1p2/3PP3/8/PPPN1PPP/R1BQKBNR w KQkq,  e4 e6   d4 d5   Nd2 f5
"French Defense: Tarrasch Variation, Modern System",C03,rnbqkbnr/1pp2ppp/p3p3/3p4/3PP3/8/PPPN1PPP/R1BQKBNR w KQkq,  e4 e6   d4 d5   Nd2 a6
"French Defense: Tarrasch Variation, Morozevich Variation",C03,rnbqk1nr/ppp1bppp/4p3/3p4/3PP3/8/PPPN1PPP/R1BQKBNR w KQkq,  e4 e6   d4 d5   Nd2 Be7
"French Defense: Tarrasch Variation, Open System",C07,rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/8/PPPN1PPP/R1BQKBNR w KQkq,  e4 e6   d4 d5   Nd2 c5
"French Defense: Tarrasch Variation, Open System, Euwe-Keres Line",C07,rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/5N2/PPPN1PPP/R1BQKB1R b KQkq,  e4 e6   d4 d5   Nd2 c5   Ngf3
"French Defense: Tarrasch Variation, Open System, Shaposhnikov Gambit",C07,rnbqkb1r/pp3ppp/4pn2/2pP4/3P4/8/PPPN1PPP/R1BQKBNR w KQkq,  e4 e6   d4 d5   Nd2 c5   exd5 Nf6
"French Defense: Tarrasch Variation, Open System, Suechting Line",C07,rnbqkbnr/pp3ppp/4p3/2pp4/3PP3/2P5/PP1N1PPP/R1BQKBNR b KQkq,  e4 e6   d4 d5   Nd2 c5   c3
French Defense: Two Knights Variation,C00,rnbqkbnr/ppp2ppp/4p3/3p4/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq,  e4 e6   Nf3 d5   Nc3
French Defense: Winawer Variation,C15,rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/2N5/PPP2PPP/R1BQKBNR w KQkq,  e4 e6   d4 d5   Nc3 Bb4
"French Defense: Winawer Variation, Advance Variation",C16,rnbqk1nr/ppp2ppp/4p3/3pP3/1b1P4/2N5/PPP2PPP/R1BQKBNR b KQkq,  e4 e6   d4 d5   Nc3 Bb4   e5
"French Defense: Winawer Variation, Alekhine-Maroczy Gambit",C15,rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/2N5/PPP1NPPP/R1BQKB1R b KQkq,  e4 e6   d4 d5   Nc3 Bb4   Ne2
"French Defense: Winawer Variation, Delayed Exchange Variation",C01,rnbqk1nr/ppp2ppp/4p3/3P4/1b1P4/2N5/PPP2PPP/R1BQKBNR b KQkq,  e4 e6   d4 d5   Nc3 Bb4   exd5
"French Defense: Winawer Variation, Fingerslip Variation",C15,rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/2N5/PPPB1PPP/R2QKBNR b KQkq,  e4 e6   d4 d5   Nc3 Bb4   Bd2
"French Defense: Winawer Variation, Petrosian Variation",C16,rnb1k1nr/pppq1ppp/4p3/3pP3/1b1P4/2N5/PPP2PPP/R1BQKBNR w KQkq,  e4 e6   d4 d5   Nc3 Bb4   e5 Qd7
"French Defense: Winawer Variation, Winckelmann-Riemer Gambit",C15,rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/P1N5/1PP2PPP/R1BQKBNR b KQkq,  e4 e6   d4 d5   Nc3 Bb4   a3
French Defense: Wing Gambit,C00,rnbqkbnr/pp3ppp/4p3/2ppP3/1P6/5N2/P1PP1PPP/RNBQKB1R b KQkq,  e4 e6   Nf3 d5   e5 c5   b4
Fried Fox Defense,B00,rnbq1bnr/pppppkpp/5p2/8/3PP3/8/PPP2PPP/RNBQKBNR w KQ,  e4 f6   d4 Kf7
Gedult's Opening,A00,rnbqkbnr/pppppppp/8/8/8/5P2/PPPPP1PP/RNBQKBNR b KQkq,  f3
Giuoco Piano,C50,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5
Global Opening,A00,rnbqkbnr/pppp1ppp/8/4p3/8/P6P/1PPPPPP1/RNBQKBNR b KQkq,  h3 e5   a3
Goldsmith Defense,B00,rnbqkbnr/ppppppp1/8/7p/4P3/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 h5
Goldsmith Defense: Picklepuss Defense,B00,rnbqkb1r/ppppppp1/5n2/7p/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 h5   d4 Nf6
Grob Opening,A00,rnbqkbnr/pppppppp/8/8/6P1/8/PPPPPP1P/RNBQKBNR b KQkq,  g4
Grob Opening: Alessi Gambit,A00,rnbqkbnr/ppppp1pp/8/5p2/6P1/8/PPPPPP1P/RNBQKBNR w KQkq,  g4 f5
Grob Opening: Double Grob,A00,rnbqkbnr/pppppp1p/8/6p1/6P1/8/PPPPPP1P/RNBQKBNR w KQkq,  g4 g5
"Grob Opening: Double Grob, Coca-Cola Gambit",A00,rnbqkbnr/pppppp1p/8/6p1/5PP1/8/PPPPP2P/RNBQKBNR b KQkq,  g4 g5   f4
Grob Opening: Grob Gambit,A00,rnbqkbnr/ppp1pppp/8/3p4/6P1/8/PPPPPPBP/RNBQK1NR b KQkq,  g4 d5   Bg2
Grob Opening: Grob Gambit Declined,A00,rnbqkbnr/pp2pppp/2p5/3p4/6P1/8/PPPPPPBP/RNBQK1NR w KQkq,  g4 d5   Bg2 c6
"Grob Opening: Grob Gambit, Basman Gambit",A00,rnbqkbnr/ppp1ppp1/8/3p3P/8/8/PPPPPPBP/RNBQK1NR b KQkq,  g4 d5   Bg2 h5   gxh5
"Grob Opening: Grob Gambit, Fritz Gambit",A00,rn1qkbnr/ppp1pppp/8/3p4/2P3b1/8/PP1PPPBP/RNBQK1NR b KQkq,  g4 d5   Bg2 Bxg4   c4
"Grob Opening: Grob Gambit, Keres Gambit",A00,rnbqkbnr/ppp2ppp/8/3p4/3p2P1/2P5/PP2PPBP/RNBQK1NR b KQkq,  g4 d5   Bg2 e5   d4 exd4   c3
"Grob Opening: Grob Gambit, Richter-Grob Gambit",A00,rnbqkbnr/pp2pppp/2p5/8/2p3P1/1P6/P2PPPBP/RNBQK1NR b KQkq,  g4 d5   Bg2 c6   c4 dxc4   b3
Grob Opening: Keene Defense,A00,rnbqkbnr/pp3ppp/2p5/3pp3/6P1/7P/PPPPPPB1/RNBQK1NR w KQkq,  g4 d5   h3 e5   Bg2 c6
Grob Opening: London Defense,A00,r1bqkbnr/pppp1ppp/2n5/4p3/6P1/7P/PPPPPP2/RNBQKBNR w KQkq,  g4 e5   h3 Nc6
Grob Opening: Romford Countergambit,A00,rn1qkbnr/ppp1pppp/8/8/2Pp2b1/8/PP1PPPBP/RNBQK1NR w KQkq,  g4 d5   Bg2 Bxg4   c4 d4
Grob Opening: Spike Attack,A00,rnbqkbnr/pp2pppp/2p5/3p2P1/8/8/PPPPPPBP/RNBQK1NR b KQkq,  g4 d5   Bg2 c6   g5
"Grob Opening: Spike, Hurst Attack",A00,rnbqkbnr/ppp2ppp/8/3pp3/2P3P1/8/PP1PPPBP/RNBQK1NR b KQkq,  g4 e5   Bg2 d5   c4
Grob Opening: Zilbermints Gambit,A00,rnbqkbnr/ppp1pppp/8/8/4p1P1/2N5/PPPP1P1P/R1BQKBNR b KQkq,  g4 d5   e4 dxe4   Nc3
"Grob Opening: Zilbermints Gambit, Schiller Defense",A00,rnbqkbnr/ppp1ppp1/8/7p/4p1P1/2N5/PPPP1P1P/R1BQKBNR w KQkq,  g4 d5   e4 dxe4   Nc3 h5
"Grob Opening: Zilbermints Gambit, Zilbermints-Hartlaub Gambit",A00,rnbqkbnr/ppp2ppp/8/4p3/4p1P1/2NP4/PPP2P1P/R1BQKBNR b KQkq,  g4 d5   e4 dxe4   Nc3 e5   d3
Gruenfeld Defense,D80,rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR w KQkq,  d4 Nf6   c4 g6   Nc3 d5
Gruenfeld Defense: Brinckmann Attack,D82,rnbqkb1r/ppp1pp1p/5np1/3p4/2PP1B2/2N5/PP2PPPP/R2QKBNR b KQkq,  d4 Nf6   c4 g6   Nc3 d5   Bf4
Gruenfeld Defense: Counterthrust Variation,E60,rnbqk2r/ppp1ppbp/5np1/3p4/2PP4/6P1/PP2PPBP/RNBQK1NR w KQkq,  d4 Nf6   c4 g6   g3 Bg7   Bg2 d5
Gruenfeld Defense: Gibbon Gambit,D80,rnbqkb1r/ppp1pp1p/5np1/3p4/2PP2P1/2N5/PP2PP1P/R1BQKBNR b KQkq,  d4 Nf6   c4 g6   Nc3 d5   g4
Gruenfeld Defense: Lutikov Variation,D70,rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/2N2P2/PP2P1PP/R1BQKBNR b KQkq,  d4 Nf6   c4 g6   Nc3 d5   f3
"Gruenfeld Defense: Russian Variation, Accelerated Variation",D81,rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/1QN5/PP2PPPP/R1B1KBNR b KQkq,  d4 Nf6   c4 g6   Nc3 d5   Qb3
Gruenfeld Defense: Stockholm Variation,D80,rnbqkb1r/ppp1pp1p/5np1/3p2B1/2PP4/2N5/PP2PPPP/R2QKBNR b KQkq,  d4 Nf6   c4 g6   Nc3 d5   Bg5
Gruenfeld Defense: Three Knights Variation,D90,rnbqkb1r/ppp1pp1p/5np1/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq,  d4 Nf6   c4 g6   Nc3 d5   Nf3
Gruenfeld Defense: Zaitsev Gambit,D80,rnbqkb1r/ppp1pp1p/5np1/3p4/2PP3P/2N5/PP2PPP1/R1BQKBNR b KQkq,  d4 Nf6   c4 g6   Nc3 d5   h4
Guatemala Defense,B00,rn1qkbnr/p1pppppp/bp6/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq,  e4 b6   d4 Ba6
Gunderam Defense,C40,rnb1kbnr/ppppqppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq,  e4 e5   Nf3 Qe7
Hippopotamus Defense,B00,rnbqkb1r/pppppppp/7n/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq,  e4 Nh6
Horwitz Defense,A40,rnbqkbnr/pppp1ppp/4p3/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq,  d4 e6
"Horwitz Defense: Dutch Defense, Bellon Gambit",A84,rnbqkbnr/pppp2pp/4p3/5p2/2PPP3/8/PP3PPP/RNBQKBNR b KQkq,  d4 e6   c4 f5   e4
Horwitz Defense: Zilbermints Gambit,A40,rnbqkbnr/pppp1ppp/8/4p3/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  c4 e6   d4 e5
Hungarian Opening,A00,rnbqkbnr/pppppppp/8/8/8/6P1/PPPPPP1P/RNBQKBNR b KQkq,  g3
Hungarian Opening: Buecker Gambit,A00,rnbqkbnr/ppp2ppp/8/3pp3/1P6/6P1/P1PPPPBP/RNBQK1NR b KQkq,  g3 d5   Bg2 e5   b4
Hungarian Opening: Catalan Formation,A00,rnbqkbnr/ppp2ppp/4p3/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq,  g3 d5   Bg2 e6
Hungarian Opening: Dutch Defense,A00,rnbqkbnr/ppppp1pp/8/5p2/8/6P1/PPPPPP1P/RNBQKBNR w KQkq,  g3 f5
Hungarian Opening: Indian Defense,A00,rnbqkb1r/pppppppp/5n2/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq,  g3 Nf6
Hungarian Opening: Myers Defense,A00,rnbqkbnr/pppppp1p/8/6p1/8/6P1/PPPPPP1P/RNBQKBNR w KQkq,  g3 g5
Hungarian Opening: Pachman Gambit,A00,rnbqkbnr/ppppp2p/6p1/7Q/4p3/6P1/PPPP1P1P/RNB1KBNR w KQkq,  g3 f5   e4 fxe4   Qh5+ g6
Hungarian Opening: Reversed Alekhine,A00,rnbqkbnr/pppp1ppp/8/4p3/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq,  g3 e5   Nf3
"Hungarian Opening: Reversed Brooklyn Defense, Brooklyn Benko Gambit",A00,rnbqkb1r/pppp1ppp/5n2/8/1P2p3/6P1/P1PPPP1P/RNBQKBNR b KQkq,  g3 e5   Nf3 e4   Ng1 Nf6   b4
Hungarian Opening: Reversed Modern Defense,A00,rnbqkbnr/pp2pppp/8/2pp4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq,  g3 d5   Bg2 c5
Hungarian Opening: Reversed Norwegian Defense,A00,rnbqkbnr/pppp1ppp/8/8/4p2N/6P1/PPPPPP1P/RNBQKB1R b KQkq,  g3 e5   Nf3 e4   Nh4
Hungarian Opening: Sicilian Invitation,A00,rnbqkbnr/pp1ppppp/8/2p5/8/6P1/PPPPPP1P/RNBQKBNR w KQkq,  g3 c5
Hungarian Opening: Slav Formation,A00,rnbqkbnr/pp2pppp/2p5/3p4/8/6P1/PPPPPPBP/RNBQK1NR w KQkq,  g3 d5   Bg2 c6
Hungarian Opening: Symmetrical Variation,A00,rnbqkbnr/pppppp1p/6p1/8/8/6P1/PPPPPP1P/RNBQKBNR w KQkq,  g3 g6
Hungarian Opening: Van Kuijk Gambit,A00,rnbqkbnr/ppppppp1/8/8/7p/5NP1/PPPPPP1P/RNBQKB1R w KQkq,  g3 h5   Nf3 h4
Hungarian Opening: Wiedenhagen-Beta Gambit,A00,rnbqkbnr/ppp1pp1p/8/3p2p1/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq,  g3 d5   Nf3 g5
Hungarian Opening: Winterberg Gambit,A00,rnbqkbnr/ppp2ppp/8/4p3/2p5/1P4P1/P2PPPBP/RNBQK1NR b KQkq,  g3 d5   Bg2 e5   c4 dxc4   b3
Indian Game,A45,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR w KQkq,  d4 Nf6
"Indian Game: Anti-Gruenfeld, Adorjan Gambit",E60,rnbqkb1r/p1pppp1p/5np1/1p1P4/2P5/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nf6   c4 g6   d5 b5
"Indian Game: Anti-Gruenfeld, Advance Variation",E60,rnbqkb1r/pppppp1p/5np1/3P4/2P5/8/PP2PPPP/RNBQKBNR b KQkq,  d4 Nf6   c4 g6   d5
"Indian Game: Anti-Gruenfeld, Alekhine Variation",D70,rnbqkb1r/pppppp1p/5np1/8/2PP4/5P2/PP2P1PP/RNBQKBNR b KQkq,  d4 Nf6   c4 g6   f3
"Indian Game: Anti-Gruenfeld, Alekhine Variation, Leko Gambit",D70,rnbqkb1r/pppp1p1p/5np1/4p3/2PP4/5P2/PP2P1PP/RNBQKBNR w KQkq,  d4 Nf6   c4 g6   f3 e5
Indian Game: Anti-Nimzo-Indian,E10,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq,  d4 Nf6   c4 e6   Nf3
Indian Game: Budapest Defense,A51,rnbqkb1r/pppp1ppp/5n2/4p3/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nf6   c4 e5
"Indian Game: Colle System, King's Indian Variation",A48,rnbqk2r/ppp1ppbp/3p1np1/8/3P4/3BPN2/PPP2PPP/RNBQK2R w KQkq,  e3 d6   d4 g6   Nf3 Bg7   Bd3 Nf6
Indian Game: Czech-Indian,A46,rnbqkb1r/pp1ppppp/2p2n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq,  d4 Nf6   Nf3 c6
Indian Game: Devin Gambit,E00,rnbqkb1r/pppp1ppp/4pn2/8/2PP2P1/8/PP2PP1P/RNBQKBNR b KQkq,  d4 Nf6   c4 e6   g4
Indian Game: Doery Indian,E10,rnbqkb1r/pppp1ppp/4p3/8/2PPn3/5N2/PP2PPPP/RNBQKB1R w KQkq,  d4 Nf6   c4 e6   Nf3 Ne4
Indian Game: Dzindzi-Indian Defense,E10,rnbqkb1r/1ppp1ppp/p3pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq,  d4 Nf6   c4 e6   Nf3 a6
Indian Game: East Indian Defense,E00,rnbqkb1r/pppp1ppp/4pn2/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nf6   c4 e6
"Indian Game: Gedult Attack, Gedult Attack",A45,rnbqkb1r/ppp1pppp/5n2/3p4/3P2P1/5P2/PPP1P2P/RNBQKBNR b KQkq,  d4 Nf6   f3 d5   g4
Indian Game: Gibbins-Wiedenhagen Gambit Accepted,A45,rnbqkb1r/pppppppp/8/8/3P2n1/8/PPP1PP1P/RNBQKBNR w KQkq,  d4 Nf6   g4 Nxg4
"Indian Game: Gibbins-Wiedenhagen Gambit, Maltese Falcon",A45,rnbqkb1r/pppppppp/5n2/8/3PP3/5P2/PPP4P/RNBQKBNR b KQkq,  d4 Nf6   g4 Nxg4   f3 Nf6   e4
"Indian Game: Gibbins-Wiedenhagen Gambit, Oshima Defense",A45,rnbqkb1r/pppp1ppp/5n2/4p3/3P2P1/8/PPP1PP1P/RNBQKBNR w KQkq,  d4 Nf6   g4 e5
"Indian Game: King's Indian Variation, Fianchetto Variation",A49,rnbqk2r/ppppppbp/5np1/8/2PP4/6P1/PP2PPBP/RNBQK1NR b KQkq,  d4 Nf6   c4 g6   g3 Bg7   Bg2
"Indian Game: Knights Variation, Alburt-Miles Variation",A46,rnbqkb1r/1ppppppp/p4n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq,  d4 Nf6   Nf3 a6
Indian Game: Lazard Gambit,A45,rnbqkb1r/pppp1ppp/5n2/4p3/3P4/8/PPPNPPPP/R1BQKBNR w KQkq,  d4 Nf6   Nd2 e5
Indian Game: London System,A46,rnbqkb1r/pppp1ppp/4pn2/8/3P1B2/5N2/PPP1PPPP/RN1QKB1R b KQkq,  d4 Nf6   Nf3 e6   Bf4
Indian Game: Maddigan Gambit,A45,rnbqkb1r/pppp1ppp/5n2/4p3/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq,  d4 Nf6   Nc3 e5
Indian Game: Medusa Gambit,A50,rnbqkb1r/pppppp1p/5n2/6p1/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nf6   c4 g5
Indian Game: Normal Variation,A50,rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq,  d4 Nf6   c4
Indian Game: Omega Gambit,A45,rnbqkb1r/pppppppp/5n2/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq,  d4 Nf6   e4
"Indian Game: Omega Gambit, Arafat Gambit",A45,rnbqkb1r/pppppppp/5n2/6B1/3P4/3B4/PPP2PPP/RN1QK1NR b KQkq,  d4 Nf6   e4 Nxe4   Bd3 Nf6   Bg5
"Indian Game: Paleface Attack, Blackmar-Diemer Gambit Deferred",A45,rnbqkb1r/ppp1pppp/5n2/3p4/3PP3/5P2/PPP3PP/RNBQKBNR b KQkq,  d4 Nf6   f3 d5   e4
Indian Game: Pawn Push Variation,A45,rnbqkb1r/pppppppp/5n2/3P4/8/8/PPP1PPPP/RNBQKBNR b KQkq,  d4 Nf6   d5
Indian Game: Polish Variation,A46,rnbqkb1r/p1pppppp/5n2/1p6/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq,  d4 Nf6   Nf3 b5
Indian Game: Przepiorka Variation,A49,rnbqkb1r/pppppp1p/5np1/8/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq,  d4 Nf6   Nf3 g6   g3
Indian Game: Pseudo-Benko,A46,rnbqkb1r/p2ppppp/5n2/1ppP4/8/5N2/PPP1PPPP/RNBQKB1R w KQkq,  d4 Nf6   Nf3 c5   d5 b5
Indian Game: Pyrenees Gambit,A50,rnbqkb1r/p1pppppp/5n2/1p6/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nf6   c4 b5
Indian Game: Reversed Chigorin Defense,A45,rnbqkb1r/pp1ppppp/5n2/2p5/3P4/2N5/PPP1PPPP/R1BQKBNR w KQkq,  d4 Nf6   Nc3 c5
Indian Game: Schnepper Gambit,A47,rnbqkb1r/p1pp1ppp/1p3n2/4p3/3P4/2P2N2/PP2PPPP/RNBQKB1R w KQkq,  d4 Nf6   Nf3 b6   c3 e5
Indian Game: Seirawan Attack,E00,rnbqkb1r/pppp1ppp/4pn2/6B1/2PP4/8/PP2PPPP/RN1QKBNR b KQkq,  d4 Nf6   c4 e6   Bg5
Indian Game: Spielmann-Indian,A46,rnbqkb1r/pp1ppppp/5n2/2p5/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq,  d4 Nf6   Nf3 c5
Indian Game: Tartakower Attack,A45,rnbqkb1r/pppppppp/5n2/8/3P4/6P1/PPP1PP1P/RNBQKBNR b KQkq,  d4 Nf6   g3
Indian Game: Wade-Tartakower Defense,A46,rnbqkb1r/ppp1pppp/3p1n2/8/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq,  d4 Nf6   Nf3 d6
Indian Game: West Indian Defense,E61,rnbqkb1r/pppppp1p/5np1/8/2PP4/8/PP2PPPP/RNBQKBNR w KQkq,  d4 Nf6   c4 g6
Irish Gambit,C44,r1bqkbnr/pppp1ppp/2n5/4N3/4P3/8/PPPP1PPP/RNBQKB1R b KQkq,  e4 e5   Nf3 Nc6   Nxe5
Italian Game,C50,r1bqkbnr/pppp1ppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bc4
Italian Game: Anti-Fried Liver Defense,C55,r1bqkbnr/pppp1pp1/2n4p/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 h6
Italian Game: Classical Variation,C53,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/2P2N2/PP1P1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   c3
"Italian Game: Classical Variation, Alexandre Gambit",C53,r1bqk1nr/pppp2pp/2n5/2b1pp2/2B1P3/2P2N2/PP1P1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   c3 f5
Italian Game: Evans Gambit,C51,r1bqk1nr/pppp1ppp/2n5/2b1p3/1PB1P3/5N2/P1PP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4
"Italian Game: Evans Gambit, Fontaine Countergambit",C51,r1bqk1nr/p1pp1ppp/2n5/1pb1p3/1PB1P3/5N2/P1PP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 b5
"Italian Game: Evans Gambit, Hein Countergambit",C51,r1bqk1nr/ppp2ppp/2n5/2bpp3/1PB1P3/5N2/P1PP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   b4 d5
Italian Game: Giuoco Pianissimo,C50,r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   d3
"Italian Game: Giuoco Pianissimo, Lucchini Gambit",C50,r1bqk1nr/pppp2pp/2n5/2b1pp2/2B1P3/3P1N2/PPP2PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   d3 f5
Italian Game: Hungarian Defense,C50,r1bqk1nr/ppppbppp/2n5/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Be7
Italian Game: Jerome Gambit,C51,r1bqk1nr/pppp1Bpp/2n5/2b1p3/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   Bxf7+
Italian Game: Rosentreter Gambit,C50,r1bqk1nr/pppp1ppp/2n5/2b1p3/2BPP3/5N2/PPP2PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bc4 Bc5   d4
Italian Game: Rousseau Gambit,C50,r1bqkbnr/pppp2pp/2n5/4pp2/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 f5
Italian Game: Schilling-Kostic Gambit,C50,r1bqkbnr/pppp1ppp/8/4p3/2BnP3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Nd4
Italian Game: Scotch Gambit Declined,C55,r1bqkb1r/ppp2ppp/2np1n2/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Nf6   d4 d6
Italian Game: Two Knights Defense,C55,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq,  e4 e5   Nf3 Nc6   Bc4 Nf6
"Italian Game: Two Knights Defense, Knight Attack",C57,r1bqkb1r/pppp1ppp/2n2n2/4p1N1/2B1P3/8/PPPP1PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bc4 Nf6   Ng5
"Italian Game: Two Knights Defense, Modern Bishop's Opening",C55,r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/3P1N2/PPP2PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bc4 Nf6   d3
"Italian Game: Two Knights Defense, Open Variation",C55,r1bqkb1r/pppp1ppp/2n2n2/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R b KQkq,  e4 e5   Nf3 Nc6   Bc4 Nf6   d4
Kadas Opening,A00,rnbqkbnr/pppppppp/8/8/7P/8/PPPPPPP1/RNBQKBNR b KQkq,  h4
Kadas Opening: Beginner's Trap,A00,rnbqkbnr/ppp1pppp/8/3p4/7P/7R/PPPPPPP1/RNBQKBN1 b Qkq,  h4 d5   Rh3
